"","uid","treatment","location","n","total_cells","normalized_cell_count"
"223","CAGE3493173 ANIMAL5 CORTCONTROL","Vehicle","Primary motor area, Layer 6a",14,3003,0.00466200466200466
"224","CAGE3493173 ANIMAL5 CORTCONTROL","Vehicle","Tuberomammillary nucleus, ventral part",2,3003,0.000666000666000666
"225","CAGE3493173 ANIMAL5 CORTCONTROL","Vehicle","Thalamus",2,3003,0.000666000666000666
"226","CAGE3493173 ANIMAL5 CORTCONTROL","Vehicle","Temporal association areas, layer 6a",2,3003,0.000666000666000666
"227","CAGE3493173 ANIMAL5 CORTCONTROL","Vehicle","Field CA3",7,3003,0.00233100233100233
"228","CAGE3493173 ANIMAL5 CORTCONTROL","Vehicle","Orbital area, medial part, layer 2/3",6,3003,0.001998001998002
"229","CAGE3493173 ANIMAL5 CORTCONTROL","Vehicle","Visceral area, layer 1",2,3003,0.000666000666000666
"230","CAGE3493173 ANIMAL5 CORTCONTROL","Vehicle","Primary visual area, layer 6a",3,3003,0.000999000999000999
"231","CAGE3493173 ANIMAL5 CORTCONTROL","Vehicle","Lateral hypothalamic area",4,3003,0.00133200133200133
"232","CAGE3493173 ANIMAL5 CORTCONTROL","Vehicle","Primary auditory area, layer 5",6,3003,0.001998001998002
"233","CAGE3493173 ANIMAL5 CORTCONTROL","Vehicle","Visceral area, layer 2/3",12,3003,0.003996003996004
"234","CAGE3493173 ANIMAL5 CORTCONTROL","Vehicle","Pons",5,3003,0.00166500166500167
"235","CAGE3493173 ANIMAL5 CORTCONTROL","Vehicle","cerebal peduncle",2,3003,0.000666000666000666
"236","CAGE3493173 ANIMAL5 CORTCONTROL","Vehicle","Gustatory areas, layer 6a",2,3003,0.000666000666000666
"237","CAGE3493173 ANIMAL5 CORTCONTROL","Vehicle","Primary somatosensory area, mouth, layer 5",18,3003,0.00599400599400599
"238","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, upper limb, layer 6a",3,2331,0.00128700128700129
"239","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Endopiriform nucleus, dorsal part",2,2331,0.000858000858000858
"240","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Basomedial amygdalar nucleus, posterior part",4,2331,0.00171600171600172
"241","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Supplemental somatosensory area, layer 6a",3,2331,0.00128700128700129
"242","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Subparafascicular nucleus, parvicellular part",2,2331,0.000858000858000858
"243","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","lateral lemniscus",5,2331,0.00214500214500214
"244","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Supplemental somatosensory area, layer 5",10,2331,0.00429000429000429
"245","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Anterior hypothalamic nucleus",2,2331,0.000858000858000858
"246","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Orbital area, lateral part, layer 1",6,2331,0.00257400257400257
"247","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","arbor vitae",3,2331,0.00128700128700129
"248","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Gustatory areas, layer 1",2,2331,0.000858000858000858
"249","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Interanterodorsal nucleus of the thalamus",3,2331,0.00128700128700129
"250","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Gustatory areas, layer 5",2,2331,0.000858000858000858
"251","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Orbital area, ventrolateral part, layer 1",5,2331,0.00214500214500214
"252","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Entorhinal area, medial part, dorsal zone, layer 2",6,2331,0.00257400257400257
"253","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Anterior cingulate area, ventral part, layer 5",60,2331,0.0257400257400257
"254","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","corpus callosum, posterior forceps",6,2331,0.00257400257400257
"255","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Agranular insular area, dorsal part, layer 5",30,2331,0.0128700128700129
"256","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Lateral preoptic area",13,2331,0.00557700557700558
"257","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Agranular insular area, posterior part, layer 6a",3,2331,0.00128700128700129
"258","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Cerebellum",3,2331,0.00128700128700129
"259","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, barrel field, layer 5",2,2331,0.000858000858000858
"260","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Agranular insular area, dorsal part, layer 2/3",16,2331,0.00686400686400686
"261","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Ventral posteromedial nucleus of the thalamus",5,2331,0.00214500214500214
"262","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Superior colliculus, motor related, deep gray layer",3,2331,0.00128700128700129
"263","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","external capsule",8,2331,0.00343200343200343
"264","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Piriform area",20,2331,0.00858000858000858
"265","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Entorhinal area, lateral part, layer 2",12,2331,0.00514800514800515
"266","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","sensory root of the trigeminal nerve",3,2331,0.00128700128700129
"267","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Olfactory tubercle",11,2331,0.00471900471900472
"268","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, barrel field, layer 1",17,2331,0.00729300729300729
"269","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Visceral area, layer 5",2,2331,0.000858000858000858
"270","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Lobules IV-V",14,2331,0.00600600600600601
"271","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Infralimbic area, layer 1",9,2331,0.00386100386100386
"272","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Midbrain",24,2331,0.0102960102960103
"273","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Retrosplenial area, ventral part, layer 1",3,2331,0.00128700128700129
"274","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Fields of Forel",2,2331,0.000858000858000858
"275","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Medial amygdalar nucleus",3,2331,0.00128700128700129
"276","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Temporal association areas, layer 4",4,2331,0.00171600171600172
"277","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Anteromedial nucleus, dorsal part",5,2331,0.00214500214500214
"278","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Ectorhinal area/Layer 6a",5,2331,0.00214500214500214
"279","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Infralimbic area, layer 2/3",8,2331,0.00343200343200343
"280","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Nucleus of the lateral lemniscus",6,2331,0.00257400257400257
"281","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Lateral visual area, layer 1",2,2331,0.000858000858000858
"282","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Central medial nucleus of the thalamus",5,2331,0.00214500214500214
"283","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Lateral dorsal nucleus of thalamus",9,2331,0.00386100386100386
"284","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","stria medullaris",2,2331,0.000858000858000858
"285","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Orbital area, ventrolateral part, layer 6a",2,2331,0.000858000858000858
"286","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Retrosplenial area, dorsal part, layer 5",17,2331,0.00729300729300729
"287","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Entorhinal area, lateral part, layer 1",20,2331,0.00858000858000858
"288","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Declive (VI)",5,2331,0.00214500214500214
"289","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Secondary motor area, layer 2/3",98,2331,0.042042042042042
"290","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Perirhinal area, layer 2/3",5,2331,0.00214500214500214
"291","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","posteromedial visual area, layer 4",3,2331,0.00128700128700129
"292","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Globus pallidus, external segment",4,2331,0.00171600171600172
"293","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Inferior colliculus, central nucleus",6,2331,0.00257400257400257
"294","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Agranular insular area, ventral part, layer 6a",6,2331,0.00257400257400257
"295","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, trunk, layer 1",2,2331,0.000858000858000858
"296","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Dentate gyrus, granule cell layer",8,2331,0.00343200343200343
"297","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Lateral habenula",6,2331,0.00257400257400257
"298","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Taenia tecta, dorsal part",9,2331,0.00386100386100386
"299","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Visceral area, layer 2/3",2,2331,0.000858000858000858
"300","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Dorsal peduncular area",8,2331,0.00343200343200343
"301","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Anteromedial visual area, layer 2/3",12,2331,0.00514800514800515
"302","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Cortical amygdalar area, posterior part, lateral zone",2,2331,0.000858000858000858
"303","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","brachium of the inferior colliculus",2,2331,0.000858000858000858
"304","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Retrosplenial area, ventral part, layer 5",22,2331,0.00943800943800944
"305","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Posterior hypothalamic nucleus",3,2331,0.00128700128700129
"306","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Postsubiculum",3,2331,0.00128700128700129
"307","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","brachium of the superior colliculus",2,2331,0.000858000858000858
"308","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Anterior cingulate area, ventral part, layer 1",22,2331,0.00943800943800944
"309","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Entorhinal area, lateral part, layer 6a",2,2331,0.000858000858000858
"310","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Lobule II",4,2331,0.00171600171600172
"311","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Orbital area, ventrolateral part, layer 2/3",6,2331,0.00257400257400257
"312","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Superior colliculus, superficial gray layer",4,2331,0.00171600171600172
"313","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Arcuate hypothalamic nucleus",3,2331,0.00128700128700129
"314","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Agranular insular area, dorsal part, layer 6a",8,2331,0.00343200343200343
"315","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Anterior cingulate area, ventral part, layer 2/3",47,2331,0.0201630201630202
"316","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Anteromedial nucleus, ventral part",2,2331,0.000858000858000858
"317","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","lateral ventricle",4,2331,0.00171600171600172
"318","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Anterior cingulate area, dorsal part, layer 2/3",51,2331,0.0218790218790219
"319","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Zona incerta",10,2331,0.00429000429000429
"320","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Prelimbic area, layer 2/3",13,2331,0.00557700557700558
"321","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Hypothalamus",21,2331,0.00900900900900901
"322","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","genu of corpus callosum",4,2331,0.00171600171600172
"323","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Submedial nucleus of the thalamus",7,2331,0.003003003003003
"324","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Subparafascicular area",2,2331,0.000858000858000858
"325","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Paracentral nucleus",2,2331,0.000858000858000858
"326","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Perirhinal area, layer 1",8,2331,0.00343200343200343
"327","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Ventral posterolateral nucleus of the thalamus, parvicellular part",4,2331,0.00171600171600172
"328","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Parafascicular nucleus",5,2331,0.00214500214500214
"329","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Endopiriform nucleus, ventral part",3,2331,0.00128700128700129
"330","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Supplemental somatosensory area, layer 1",4,2331,0.00171600171600172
"331","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Lateral posterior nucleus of the thalamus",9,2331,0.00386100386100386
"332","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Anterodorsal nucleus",2,2331,0.000858000858000858
"333","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Ventral posteromedial nucleus of the thalamus, parvicellular part",7,2331,0.003003003003003
"334","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Anterior cingulate area, dorsal part, layer 6a",5,2331,0.00214500214500214
"335","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Tuberal nucleus",5,2331,0.00214500214500214
"336","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Supplemental somatosensory area, layer 2/3",10,2331,0.00429000429000429
"337","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","lateral olfactory tract, body",2,2331,0.000858000858000858
"338","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Superior colliculus, motor related, intermediate gray layer",10,2331,0.00429000429000429
"339","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","alveus",4,2331,0.00171600171600172
"340","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Posterior auditory area, layer 6b",2,2331,0.000858000858000858
"341","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Orbital area, lateral part, layer 6a",3,2331,0.00128700128700129
"342","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Primary visual area, layer 1",5,2331,0.00214500214500214
"343","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Entorhinal area, lateral part, layer 5",16,2331,0.00686400686400686
"344","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Posterior complex of the thalamus",7,2331,0.003003003003003
"345","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Retrosplenial area, dorsal part, layer 2/3",24,2331,0.0102960102960103
"346","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Reticular nucleus of the thalamus",8,2331,0.00343200343200343
"347","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Crus 2",31,2331,0.0132990132990133
"348","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Parasubiculum",13,2331,0.00557700557700558
"349","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Ventral auditory area, layer 1",6,2331,0.00257400257400257
"350","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Olfactory areas",18,2331,0.00772200772200772
"351","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Orbital area, medial part, layer 1",3,2331,0.00128700128700129
"352","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Caudoputamen",40,2331,0.0171600171600172
"353","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Diagonal band nucleus",68,2331,0.0291720291720292
"354","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Ventral auditory area, layer 5",4,2331,0.00171600171600172
"355","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, barrel field, layer 2/3",10,2331,0.00429000429000429
"356","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Paraventricular nucleus of the thalamus",2,2331,0.000858000858000858
"357","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, lower limb, layer 5",3,2331,0.00128700128700129
"358","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Lateral visual area, layer 5",2,2331,0.000858000858000858
"359","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Primary motor area, Layer 1",3,2331,0.00128700128700129
"360","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Agranular insular area, ventral part, layer 5",17,2331,0.00729300729300729
"361","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Primary somatosensory area, lower limb, layer 6a",9,2331,0.00386100386100386
"362","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Pallidum",4,2331,0.00171600171600172
"363","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Parataenial nucleus",2,2331,0.000858000858000858
"364","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Ventral medial nucleus of the thalamus",2,2331,0.000858000858000858
"365","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Primary motor area, Layer 2/3",22,2331,0.00943800943800944
"366","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Anteromedial visual area, layer 1",2,2331,0.000858000858000858
"367","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Agranular insular area, ventral part, layer 2/3",10,2331,0.00429000429000429
"368","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","corpus callosum, anterior forceps",6,2331,0.00257400257400257
"369","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","posteromedial visual area, layer 2/3",7,2331,0.003003003003003
"370","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Basolateral amygdalar nucleus, posterior part",12,2331,0.00514800514800515
"371","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Medial preoptic area",13,2331,0.00557700557700558
"372","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Superior colliculus, motor related, intermediate white layer",9,2331,0.00386100386100386
"373","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Visceral area, layer 4",2,2331,0.000858000858000858
"374","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Perirhinal area, layer 5",3,2331,0.00128700128700129
"375","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Medial geniculate complex, medial part",3,2331,0.00128700128700129
"376","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Secondary motor area, layer 5",57,2331,0.0244530244530245
"377","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","posteromedial visual area, layer 5",4,2331,0.00171600171600172
"378","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Tuberomammillary nucleus, ventral part",2,2331,0.000858000858000858
"379","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Gustatory areas, layer 2/3",3,2331,0.00128700128700129
"380","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Flocculus",7,2331,0.003003003003003
"381","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Entorhinal area, lateral part, layer 3",8,2331,0.00343200343200343
"382","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Anterior pretectal nucleus",9,2331,0.00386100386100386
"383","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Anteroventral nucleus of thalamus",5,2331,0.00214500214500214
"384","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Lateral hypothalamic area",11,2331,0.00471900471900472
"385","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Posterolateral visual area, layer 4",2,2331,0.000858000858000858
"386","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Entorhinal area, medial part, dorsal zone, layer 1",22,2331,0.00943800943800944
"387","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Mediodorsal nucleus of thalamus",15,2331,0.00643500643500643
"388","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Orbital area, medial part, layer 2/3",2,2331,0.000858000858000858
"389","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Retrosplenial area, lateral agranular part, layer 2/3",28,2331,0.012012012012012
"390","CAGE3752774 ANIMAL05 CORTEXPERIMENTAL","ChronicCORT","Ectorhinal area/Layer 2/3",4,2331,0.00171600171600172
